,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,poisonous
6939,knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,leaves,p
6940,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,leaves,p
6941,flat,scaly,brown,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,several,paths,e
6942,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,woods,p
6943,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,leaves,p
6944,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,leaves,p
6945,flat,scaly,red,no,musty,attached,close,broad,white,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,none,none,white,clustered,woods,p
6946,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,woods,p
6947,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,paths,p
6948,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves,p
6949,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,leaves,p
6950,knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,leaves,p
6951,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,paths,p
6952,convex,fibrous,white,no,none,free,crowded,broad,white,enlarging,,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,e
6953,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,woods,p
6954,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,paths,p
6955,knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,woods,p
6956,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,leaves,p
6957,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves,p
6958,knobbed,fibrous,white,no,none,free,crowded,broad,gray,enlarging,,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,e
6959,knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,paths,p
6960,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves,p
6961,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,leaves,p
6962,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,woods,p
6963,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,leaves,p
6964,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves,p
6965,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,paths,p
6966,knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,woods,p
6967,bell,smooth,brown,no,none,free,close,broad,white,enlarging,bulbous,scaly,scaly,brown,brown,partial,white,two,pendant,white,solitary,woods,e
6968,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths,p
6969,knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,woods,p
6970,convex,smooth,brown,no,none,free,close,broad,white,enlarging,bulbous,scaly,scaly,brown,brown,partial,white,two,pendant,white,solitary,woods,e
6971,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,woods,p
6972,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,leaves,p
6973,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,paths,p
6974,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,paths,p
6975,knobbed,fibrous,white,no,none,free,crowded,broad,white,enlarging,,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,e
6976,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,woods,p
6977,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,white,partial,white,one,evanescent,white,several,paths,p
6978,convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves,p
6979,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths,p
6980,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,leaves,p
6981,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths,p
6982,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,leaves,p
6983,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,woods,p
6984,bell,smooth,brown,no,none,free,close,broad,white,enlarging,bulbous,scaly,scaly,brown,brown,partial,white,two,pendant,white,solitary,paths,e
6985,knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,paths,p
6986,convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,paths,p
6987,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,paths,p
6988,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves,p
6989,bell,smooth,brown,no,none,attached,close,broad,brown,enlarging,,smooth,smooth,orange,orange,partial,brown,one,pendant,brown,clustered,leaves,e
6990,knobbed,smooth,gray,no,none,free,crowded,broad,pink,enlarging,,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses,e
6991,knobbed,scaly,red,no,musty,free,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,none,none,white,clustered,woods,p
6992,knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,leaves,p
6993,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,pink,partial,white,one,evanescent,white,several,woods,p
6994,knobbed,smooth,brown,no,none,attached,close,broad,yellow,enlarging,,smooth,smooth,orange,orange,partial,orange,one,pendant,orange,clustered,leaves,e
6995,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,woods,p
6996,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,woods,p
6997,knobbed,fibrous,white,no,none,free,crowded,broad,pink,enlarging,,silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,e
6998,convex,smooth,gray,no,none,free,crowded,broad,white,enlarging,,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses,e
6999,knobbed,smooth,brown,no,none,attached,close,broad,yellow,enlarging,,smooth,smooth,orange,orange,partial,orange,one,pendant,orange,several,leaves,e
7000,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,woods,p
7001,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,leaves,p
7002,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths,p
7003,convex,smooth,white,no,none,free,crowded,broad,white,enlarging,,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses,e
7004,knobbed,smooth,white,no,none,free,crowded,broad,gray,enlarging,,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses,e
7005,knobbed,smooth,white,no,none,free,crowded,broad,pink,enlarging,,silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,e
7006,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,leaves,p
7007,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths,p
7008,knobbed,smooth,gray,no,none,free,crowded,broad,white,enlarging,,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses,e
7009,convex,fibrous,white,no,none,free,crowded,broad,gray,enlarging,,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses,e
7010,knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,woods,p
7011,bell,smooth,white,no,none,free,crowded,broad,gray,enlarging,,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,e
7012,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,paths,p
7013,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,paths,p
7014,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,woods,p
7015,knobbed,smooth,gray,no,none,free,crowded,broad,pink,enlarging,,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses,e
7016,convex,smooth,white,no,none,free,crowded,broad,white,enlarging,,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,e
7017,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,paths,p
7018,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,woods,p
7019,convex,fibrous,white,no,none,free,crowded,broad,gray,enlarging,,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses,e
7020,knobbed,fibrous,white,no,none,free,crowded,broad,gray,enlarging,,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses,e
7021,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,woods,p
7022,flat,smooth,gray,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,several,paths,e
7023,knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,woods,p
7024,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,paths,p
7025,knobbed,smooth,brown,no,none,attached,close,broad,yellow,enlarging,,smooth,smooth,orange,orange,partial,brown,one,pendant,buff,clustered,leaves,e
7026,convex,smooth,brown,no,none,attached,close,broad,brown,enlarging,,smooth,smooth,orange,orange,partial,orange,one,pendant,brown,clustered,leaves,e
7027,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves,p
7028,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,woods,p
7029,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,woods,p
7030,knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,woods,p
7031,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,leaves,p
7032,knobbed,fibrous,white,no,none,free,crowded,broad,gray,enlarging,,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,e
7033,knobbed,smooth,brown,no,none,attached,close,broad,orange,enlarging,,smooth,smooth,orange,orange,partial,brown,one,pendant,brown,clustered,leaves,e
7034,knobbed,scaly,cinnamon,no,musty,free,close,broad,white,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,none,none,white,clustered,woods,p
7035,convex,fibrous,gray,no,none,free,crowded,broad,gray,enlarging,,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,e
7036,convex,smooth,brown,no,none,attached,close,broad,brown,enlarging,,smooth,smooth,orange,orange,partial,orange,one,pendant,orange,several,leaves,e
7037,convex,smooth,brown,no,none,attached,close,broad,yellow,enlarging,,smooth,smooth,orange,orange,partial,orange,one,pendant,buff,several,leaves,e
7038,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,paths,p
7039,knobbed,fibrous,white,no,none,free,crowded,broad,pink,enlarging,,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,e
7040,convex,fibrous,gray,no,none,free,crowded,broad,gray,enlarging,,silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,e
7041,flat,smooth,brown,no,none,attached,close,broad,orange,enlarging,,smooth,smooth,orange,orange,partial,orange,one,pendant,brown,several,leaves,e
7042,knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,woods,p
7043,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,leaves,p
7044,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,woods,p
7045,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,paths,p
7046,knobbed,fibrous,gray,no,none,free,crowded,broad,pink,enlarging,,smooth,silky,white,white,partial,white,two,pendant,white,numerous,grasses,e
7047,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,woods,p
7048,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,paths,p
7049,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves,p
7050,knobbed,smooth,gray,no,none,free,crowded,broad,white,enlarging,,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses,e
7051,bell,smooth,brown,no,none,attached,close,broad,yellow,enlarging,,smooth,smooth,orange,orange,partial,brown,one,pendant,yellow,clustered,leaves,e
7052,knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,leaves,p
7053,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,paths,p
7054,bell,smooth,brown,no,none,attached,close,broad,orange,enlarging,,smooth,smooth,orange,orange,partial,brown,one,pendant,orange,several,leaves,e
